file,hunks,already,portable,partial,manual,noise,status,added,removed
include/linux/xattr.h,2,1,0,0,1,0,MANUAL,7,3
include/media/v4l2-dev.h,2,0,0,0,2,0,MANUAL,4,2
include/media/v4l2-mem2mem.h,2,1,0,1,0,0,MANUAL,25,2
include/net/bluetooth/hci_core.h,2,0,0,2,0,0,MANUAL,3,1
include/net/netlink.h,2,0,0,1,1,0,MANUAL,44,3
include/net/pkt_sched.h,2,1,0,1,0,0,MANUAL,24,1
include/net/protocol.h,2,0,0,2,0,0,MANUAL,4,0
include/net/request_sock.h,2,1,0,1,0,0,MANUAL,8,1
include/scsi/scsi_cmnd.h,2,0,0,2,0,0,MANUAL,6,0
include/sound/core.h,2,0,0,2,0,0,MANUAL,4,0
include/sound/info.h,2,0,0,2,0,0,MANUAL,6,2
include/trace/bpf_probe.h,2,1,0,0,1,0,MANUAL,25,2
include/uapi/linux/capability.h,2,1,0,0,1,0,MANUAL,39,1
include/uapi/linux/dma-buf.h,2,0,0,1,1,0,MANUAL,13,1
include/uapi/linux/taskstats.h,2,0,0,1,1,0,MANUAL,5,1
kernel/audit.c,2,1,0,1,0,0,MANUAL,4,0
kernel/bpf/Makefile,2,1,0,0,1,0,MANUAL,20,11
kernel/bpf/map_in_map.h,2,1,0,0,1,0,MANUAL,2,7
kernel/delayacct.c,2,1,0,1,0,0,MANUAL,15,0
kernel/extable.c,2,1,0,1,0,0,MANUAL,5,2
kernel/gcov/Kconfig,2,0,0,0,2,0,MANUAL,2,1
kernel/gcov/gcc_4_7.c,2,1,0,1,0,0,MANUAL,15,1
kernel/power/snapshot.c,2,0,0,0,2,0,MANUAL,11,11
kernel/rcu/rcu.h,2,0,0,1,1,0,MANUAL,9,1
kernel/workqueue_internal.h,2,1,0,1,0,0,MANUAL,5,1
lib/Kconfig,2,0,0,2,0,0,MANUAL,10,0
lib/Kconfig.kasan,2,0,0,0,2,0,MANUAL,96,23
lib/test_bpf.c,2,1,0,1,0,0,MANUAL,3,9
lib/ubsan.c,2,0,0,0,2,0,MANUAL,18,0
lib/vsprintf.c,2,0,0,1,1,0,MANUAL,30,11
mm/page_counter.c,2,0,0,0,2,0,MANUAL,2,10
mm/page_ext.c,2,1,0,1,0,0,MANUAL,11,1
mm/page_poison.c,2,0,0,1,1,0,MANUAL,6,0
net/9p/trans_fd.c,2,0,0,2,0,0,MANUAL,5,4
net/batman-adv/originator.c,2,1,0,1,0,0,MANUAL,2,2
net/bluetooth/hci_sysfs.c,2,0,0,0,2,0,MANUAL,6,9
net/bridge/br_input.c,2,0,0,2,0,0,MANUAL,3,3
net/bridge/br_private.h,2,1,0,1,0,0,MANUAL,2,0
net/can/af_can.c,2,1,0,1,0,0,MANUAL,3,1
net/ceph/ceph_common.c,2,0,0,2,0,0,MANUAL,33,21
net/ceph/osd_client.c,2,0,0,2,0,0,MANUAL,9,2
net/core/drop_monitor.c,2,0,0,0,2,0,MANUAL,1,3
net/ipv4/bpfilter/sockopt.c,2,0,0,1,1,0,MANUAL,49,10
net/ipv4/syncookies.c,2,1,0,0,1,0,MANUAL,3,2
net/ipv4/xfrm4_output.c,2,0,0,0,2,0,MANUAL,37,0
net/ipv6/esp6.c,2,1,0,1,0,0,MANUAL,4,3
net/ipv6/exthdrs.c,2,0,0,2,0,0,MANUAL,6,0
net/ipv6/seg6.c,2,1,0,1,0,0,MANUAL,13,3
net/ipv6/xfrm6_policy.c,2,0,0,1,1,0,MANUAL,4,1
net/mac80211/mesh.c,2,1,0,0,1,0,MANUAL,6,0
net/mac80211/status.c,2,0,0,2,0,0,MANUAL,4,0
net/netfilter/ipset/ip_set_hash_ipmark.c,2,1,0,0,1,0,MANUAL,5,1
net/netfilter/ipset/ip_set_hash_ipport.c,2,1,0,1,0,0,MANUAL,4,1
net/netfilter/ipset/ip_set_hash_ipportip.c,2,1,0,1,0,0,MANUAL,4,1
net/netfilter/nfnetlink_cthelper.c,2,1,0,1,0,0,MANUAL,5,5
net/netfilter/nfnetlink_queue.c,2,1,0,1,0,0,MANUAL,5,1
net/netfilter/nft_nat.c,2,1,0,0,1,0,MANUAL,3,3
net/netfilter/nft_osf.c,2,1,0,1,0,0,MANUAL,5,1
net/netfilter/nft_socket.c,2,1,0,1,0,0,MANUAL,2,1
net/openvswitch/vport-netdev.c,2,1,0,1,0,0,MANUAL,8,1
net/rds/ib.c,2,1,0,1,0,0,MANUAL,18,2
net/rxrpc/call_object.c,2,0,0,0,2,0,MANUAL,8,14
net/sched/act_api.c,2,0,0,1,1,0,MANUAL,1,6
net/sched/act_bpf.c,2,0,0,2,0,0,MANUAL,3,0
net/sched/cls_fw.c,2,1,0,1,0,0,MANUAL,17,3
net/sunrpc/auth_gss/auth_gss.c,2,1,0,1,0,0,MANUAL,3,0
net/sunrpc/xprtrdma/svc_rdma.c,2,0,0,0,2,0,MANUAL,3,4
net/sunrpc/xprtrdma/svc_rdma_transport.c,2,0,0,1,1,0,MANUAL,1,6
net/sunrpc/xprtsock.c,2,1,0,1,0,0,MANUAL,3,6
net/tls/tls_device.c,2,0,0,2,0,0,MANUAL,18,0
net/wireless/core.h,2,1,0,1,0,0,MANUAL,12,0
net/wireless/trace.h,2,1,0,1,0,0,MANUAL,55,0
scripts/Kbuild.include,2,0,0,0,2,0,MANUAL,5,5
scripts/Makefile.dtbinst,2,0,0,0,2,0,MANUAL,6,2
scripts/Makefile.kasan,2,0,0,1,1,0,MANUAL,29,24
scripts/dtc/libfdt/fdt_addresses.c,2,1,0,0,1,0,MANUAL,69,64
scripts/dtc/update-dtc-source.sh,2,1,0,0,1,0,MANUAL,5,4
scripts/mkcompile_h,2,0,0,0,2,0,MANUAL,12,3
security/Makefile,2,0,0,2,0,0,MANUAL,6,0
security/apparmor/include/lib.h,2,1,0,1,0,0,MANUAL,4,0
security/apparmor/include/net.h,2,1,0,1,0,0,MANUAL,10,0
security/apparmor/net.c,2,1,0,0,1,0,MANUAL,70,2
security/integrity/ima/ima_policy.c,2,1,0,1,0,0,MANUAL,2,2
security/keys/process_keys.c,2,1,0,0,1,0,MANUAL,1,1
security/selinux/ss/sidtab.c,2,0,0,0,2,0,MANUAL,393,214
security/tomoyo/securityfs_if.c,2,1,0,0,1,0,MANUAL,11,4
sound/core/init.c,2,0,0,2,0,0,MANUAL,20,0
sound/core/pcm_memory.c,2,1,0,1,0,0,MANUAL,5,1
sound/pci/intel8x0.c,2,1,0,0,1,0,MANUAL,2,2
sound/soc/qcom/qdsp6/q6asm-dai.c,2,0,0,2,0,0,MANUAL,4,3
sound/soc/sh/rcar/cmd.c,2,0,0,1,1,0,MANUAL,6,5
sound/soc/sh/rcar/dvc.c,2,1,0,1,0,0,MANUAL,2,1
sound/soc/sh/rcar/mix.c,2,1,0,1,0,0,MANUAL,2,1
sound/soc/sh/rcar/src.c,2,1,0,0,1,0,MANUAL,12,12
sound/soc/soc-ops.c,2,1,0,1,0,0,MANUAL,32,1
tools/bpf/bpftool/map.c,2,0,0,1,1,0,MANUAL,36,21
tools/lib/bpf/libbpf.c,2,0,0,2,0,0,MANUAL,1199,0
tools/perf/builtin-trace.c,2,0,0,1,1,0,MANUAL,3,2
Documentation/ABI/stable/sysfs-bus-nvmem,1,0,0,1,0,0,MANUAL,2,0
Documentation/ABI/testing/sysfs-class-power,1,0,0,0,1,0,MANUAL,2,1
Documentation/ABI/testing/sysfs-driver-ufs,1,0,0,1,0,0,MANUAL,1,1
Documentation/ABI/testing/sysfs-fs-f2fs,1,0,0,0,1,0,MANUAL,227,87
Documentation/devicetree/bindings/arm/coresight.txt,1,0,0,1,0,0,MANUAL,9,0
"Documentation/devicetree/bindings/sound/renesas,rsnd.txt",1,0,0,0,1,0,MANUAL,5,1
Documentation/devicetree/bindings/spi/spi-mt65xx.txt,1,0,0,1,0,0,MANUAL,2,0
Documentation/filesystems/index.rst,1,0,0,0,1,0,MANUAL,1,0
arch/arm64/boot/dts/mediatek/Makefile,1,0,0,1,0,0,MANUAL,11,7
arch/arm64/boot/dts/renesas/Makefile,1,0,0,0,1,0,MANUAL,21,0
arch/arm64/boot/dts/rockchip/rk3328.dtsi,1,0,0,1,0,0,MANUAL,1,0
arch/arm64/configs/defconfig,1,0,0,0,1,0,MANUAL,0,714
arch/arm64/crypto/Kconfig,1,0,0,1,0,0,MANUAL,9,2
arch/arm64/crypto/ghash-ce-glue.c,1,0,0,0,1,0,MANUAL,16,0
arch/arm64/crypto/sha1-ce-glue.c,1,0,0,1,0,0,MANUAL,8,0
arch/arm64/crypto/sha2-ce-glue.c,1,0,0,1,0,0,MANUAL,8,0
arch/arm64/include/asm/Kbuild,1,0,0,0,1,0,MANUAL,0,1
arch/arm64/include/asm/asm-uaccess.h,1,0,0,0,1,0,MANUAL,3,4
arch/arm64/include/asm/atomic.h,1,0,0,0,1,0,MANUAL,24,0
arch/arm64/include/asm/brk-imm.h,1,0,0,0,1,0,MANUAL,4,0
arch/arm64/include/asm/cache.h,1,0,0,1,0,0,MANUAL,5,1
arch/arm64/include/asm/cpufeature.h,1,0,0,0,1,0,MANUAL,13,0
arch/arm64/include/asm/debug-monitors.h,1,0,0,1,0,0,MANUAL,12,6
arch/arm64/include/asm/device.h,1,0,0,1,0,0,MANUAL,9,0
arch/arm64/include/asm/io.h,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/include/asm/kasan.h,1,0,0,0,1,0,MANUAL,6,2
arch/arm64/include/asm/kernel-pgtable.h,1,0,0,0,1,0,MANUAL,1,1
arch/arm64/include/asm/kvm_mmu.h,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/include/asm/page.h,1,0,0,0,1,0,MANUAL,4,0
arch/arm64/include/asm/pgalloc.h,1,0,0,0,1,0,MANUAL,11,1
arch/arm64/include/asm/pgtable-hwdef.h,1,0,0,1,0,0,MANUAL,1,0
arch/arm64/include/asm/proc-fns.h,1,0,0,0,1,0,MANUAL,2,0
arch/arm64/include/asm/smp.h,1,0,0,1,0,0,MANUAL,6,0
arch/arm64/include/asm/spinlock.h,1,0,0,1,0,0,MANUAL,9,0
arch/arm64/include/asm/stacktrace.h,1,0,0,0,1,0,MANUAL,4,0
arch/arm64/include/asm/stage2_pgtable.h,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/include/asm/system_misc.h,1,0,0,0,1,0,MANUAL,1,0
arch/arm64/include/asm/unistd32.h,1,0,0,1,0,0,MANUAL,8,0
arch/arm64/include/asm/vdso.h,1,0,0,1,0,0,MANUAL,8,4
arch/arm64/include/asm/vmap_stack.h,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/kernel/acpi.c,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/kernel/alternative.c,1,0,0,0,1,0,MANUAL,1,1
arch/arm64/kernel/cpu-reset.S,1,0,0,1,0,0,MANUAL,2,2
arch/arm64/kernel/cpu-reset.h,1,0,0,0,1,0,MANUAL,1,1
arch/arm64/kernel/cpuidle.c,1,0,0,1,0,0,MANUAL,1,0
arch/arm64/kernel/fpsimd.c,1,0,0,1,0,0,MANUAL,1,2
arch/arm64/kernel/hibernate.c,1,0,0,0,1,0,MANUAL,1,1
arch/arm64/kernel/kaslr.c,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/kernel/psci.c,1,0,0,0,1,0,MANUAL,2,1
arch/arm64/kernel/smp_spin_table.c,1,0,0,0,1,0,MANUAL,1,1
arch/arm64/kernel/suspend.c,1,0,0,1,0,0,MANUAL,1,1
arch/arm64/kernel/topology.c,1,0,0,1,0,0,MANUAL,16,0
arch/arm64/lib/copy_page.S,1,0,0,1,0,0,MANUAL,19,19
arch/arm64/lib/memcmp.S,1,0,0,0,1,0,MANUAL,115,242
arch/arm64/mm/flush.c,1,0,0,0,1,0,MANUAL,1,0
arch/arm64/mm/pageattr.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/include/asm/pgtable.h,1,0,0,0,1,0,MANUAL,0,1
arch/h8300/kernel/process.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/kernel/setup.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/kernel/signal.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/mm/fault.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/mm/init.c,1,0,0,0,1,0,MANUAL,1,1
arch/h8300/mm/memory.c,1,0,0,0,1,0,MANUAL,1,1
block/Kconfig.iosched,1,0,0,1,0,0,MANUAL,14,0
block/blk-mq-tag.h,1,0,0,0,1,0,MANUAL,15,0
block/blk-mq-virtio.c,1,0,0,1,0,0,MANUAL,3,0
block/blk.h,1,0,0,0,1,0,MANUAL,2,3
block/bounce.c,1,0,0,0,1,0,MANUAL,5,7
crypto/scatterwalk.c,1,0,0,1,0,0,MANUAL,98,0
crypto/skcipher.c,1,0,0,0,1,0,MANUAL,24,0
crypto/tcrypt.c,1,0,0,1,0,0,MANUAL,11,0
drivers/acpi/hed.c,1,0,0,1,0,0,MANUAL,6,1
drivers/acpi/scan.c,1,0,0,1,0,0,MANUAL,1,1
drivers/acpi/sleep.c,1,0,0,1,0,0,MANUAL,8,0
drivers/android/Makefile,1,0,0,1,0,0,MANUAL,2,0
drivers/base/firmware_loader/Kconfig,1,0,0,1,0,0,MANUAL,12,0
drivers/base/firmware_loader/firmware.h,1,0,0,1,0,0,MANUAL,3,0
drivers/base/power/Makefile,1,0,0,1,0,0,MANUAL,2,1
drivers/block/aoe/aoedev.c,1,0,0,1,0,0,MANUAL,1,0
drivers/block/mtip32xx/mtip32xx.c,1,0,0,0,1,0,MANUAL,1,1
drivers/block/ps3disk.c,1,0,0,1,0,0,MANUAL,1,1
drivers/block/ps3vram.c,1,0,0,1,0,0,MANUAL,1,1
drivers/block/xen-blkfront.c,1,0,0,1,0,0,MANUAL,1,1
drivers/block/z2ram.c,1,0,0,1,0,0,MANUAL,1,1
drivers/bluetooth/btrtl.c,1,0,0,1,0,0,MANUAL,2,0
drivers/bluetooth/hci_uart.h,1,0,0,1,0,0,MANUAL,1,0
drivers/bus/fsl-mc/mc-sys.c,1,0,0,1,0,0,MANUAL,1,1
drivers/char/Makefile,1,0,0,1,0,0,MANUAL,1,0
drivers/char/agp/frontend.c,1,0,0,0,1,0,MANUAL,1,1
drivers/char/agp/generic.c,1,0,0,0,1,0,MANUAL,1,1
drivers/char/applicom.c,1,0,0,1,0,0,MANUAL,4,1
drivers/char/bsr.c,1,0,0,0,1,0,MANUAL,1,1
drivers/char/mspec.c,1,0,0,0,1,0,MANUAL,1,1
drivers/char/tpm/Kconfig,1,0,0,0,1,0,MANUAL,0,1
drivers/clk/Makefile,1,0,0,0,1,0,MANUAL,5,0
drivers/clk/at91/clk-generated.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/at91/clk-h32mx.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/at91/clk-master.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/axs10x/i2s_pll_clock.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-axi-clkgen.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-fixed-factor.c,1,0,0,0,1,0,MANUAL,1,1
drivers/clk/clk-fixed-rate.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-gate.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-mux.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-si570.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/clk-versaclock5.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-cpu.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-fixup-div.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-fixup-mux.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-gate-exclusive.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-gate2.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-pfd.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-pllv1.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-pllv2.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/imx/clk-pllv3.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/meson/axg-audio.c,1,0,0,0,1,0,MANUAL,1,1
drivers/clk/meson/gxbb.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/mvebu/clk-cpu.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/renesas/rcar-usb2-clock-sel.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/samsung/clk-cpu.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/samsung/clk-s3c2410-dclk.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/socfpga/clk-gate-s10.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/socfpga/clk-gate.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/socfpga/clk-pll-a10.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/socfpga/clk-pll-s10.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/socfpga/clk-pll.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/ti/clk-7xx.c,1,0,0,0,1,0,MANUAL,0,1
drivers/clk/ti/divider.c,1,0,0,1,0,0,MANUAL,1,1
drivers/clk/versatile/clk-vexpress-osc.c,1,0,0,1,0,0,MANUAL,1,1
drivers/cpufreq/Kconfig.arm,1,0,0,1,0,0,MANUAL,10,0
drivers/cpufreq/cpufreq-dt-platdev.c,1,0,0,1,0,0,MANUAL,1,0
drivers/cpuidle/Kconfig.arm,1,0,0,1,0,0,MANUAL,24,0
drivers/cpuidle/Makefile,1,0,0,1,0,0,MANUAL,3,0
drivers/crypto/atmel-aes.c,1,0,0,1,0,0,MANUAL,1,1
drivers/crypto/ccp/ccp-crypto-aes.c,1,0,0,0,1,0,MANUAL,5,2
drivers/crypto/virtio/Kconfig,1,0,0,0,1,0,MANUAL,0,1
drivers/devfreq/Kconfig,1,0,0,1,0,0,MANUAL,31,0
drivers/devfreq/Makefile,1,0,0,1,0,0,MANUAL,44,0
drivers/dma-buf/Kconfig,1,0,0,0,1,0,MANUAL,0,1
drivers/dma-buf/sync_file.c,1,0,0,1,0,0,MANUAL,23,2
drivers/dma/qcom/bam_dma.c,1,0,0,1,0,0,MANUAL,6,2
drivers/extcon/extcon-axp288.c,1,0,0,0,1,0,MANUAL,1,0
drivers/firmware/efi/arm-runtime.c,1,0,0,1,0,0,MANUAL,1,1
drivers/firmware/efi/cper-arm.c,1,0,0,1,0,0,MANUAL,9,5
drivers/firmware/efi/efi.c,1,0,0,0,1,0,MANUAL,1,1
drivers/firmware/efi/libstub/Makefile,1,0,0,1,0,0,MANUAL,2,1
drivers/fpga/dfl.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpio/gpiolib-acpi.c,1,0,0,1,0,0,MANUAL,1,0
drivers/gpu/drm/amd/amdgpu/amdgpu_debugfs.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_v9.c,1,0,0,1,0,0,MANUAL,4,0
drivers/gpu/drm/amd/amdkfd/kfd_process_queue_manager.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/amd/display/dc/basics/vector.c,1,0,0,0,1,0,MANUAL,1,1
drivers/gpu/drm/bridge/cdns-dsi.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/drm_bridge.c,1,0,0,1,0,0,MANUAL,110,0
drivers/gpu/drm/drm_fourcc.c,1,0,0,1,0,0,MANUAL,8,0
drivers/gpu/drm/drm_ioctl.c,1,0,0,0,1,0,MANUAL,3,3
drivers/gpu/drm/drm_vm.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/etnaviv/etnaviv_buffer.c,1,0,0,1,0,0,MANUAL,2,1
drivers/gpu/drm/etnaviv/etnaviv_dump.c,1,0,0,1,0,0,MANUAL,2,2
drivers/gpu/drm/i915/i915_mm.c,1,0,0,0,1,0,MANUAL,1,1
drivers/gpu/drm/mediatek/Makefile,1,0,0,0,1,0,MANUAL,121,5
drivers/gpu/drm/mediatek/mtk_cec.c,1,0,0,0,1,0,MANUAL,3,13
drivers/gpu/drm/mediatek/mtk_dpi_regs.h,1,0,0,0,1,0,MANUAL,3,12
drivers/gpu/drm/mediatek/mtk_drm_crtc.h,1,0,0,0,1,0,MANUAL,916,16
drivers/gpu/drm/mediatek/mtk_drm_plane.h,1,0,0,0,1,0,MANUAL,205,31
drivers/gpu/drm/msm/Kconfig,1,0,0,0,1,0,MANUAL,1,1
drivers/gpu/drm/nouveau/dispnv50/wndw.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/nouveau/nouveau_backlight.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/nouveau/nouveau_gem.c,1,0,0,1,0,0,MANUAL,1,1
drivers/gpu/drm/panel/Makefile,1,0,0,0,1,0,MANUAL,125,8
drivers/gpu/drm/rcar-du/rcar_du_kms.h,1,0,0,1,0,0,MANUAL,1,0
drivers/gpu/drm/tegra/hub.c,1,0,0,1,0,0,MANUAL,2,2
drivers/gpu/drm/vc4/vc4_bo.c,1,0,0,1,0,0,MANUAL,3,0
drivers/gpu/drm/virtio/Makefile,1,0,0,0,1,0,MANUAL,2,2
drivers/gpu/drm/vmwgfx/vmwgfx_msg.c,1,0,0,1,0,0,MANUAL,1,2
drivers/hid/Kconfig,1,0,0,1,0,0,MANUAL,11,0
drivers/hid/hid-ntrig.c,1,0,0,1,0,0,MANUAL,3,0
drivers/hid/hid-sensor-hub.c,1,0,0,1,0,0,MANUAL,14,7
drivers/hv/hyperv_vmbus.h,1,0,0,1,0,0,MANUAL,2,0
drivers/hwmon/pmbus/pmbus.c,1,0,0,1,0,0,MANUAL,2,0
drivers/hwmon/pwm-fan.c,1,0,0,0,1,0,MANUAL,1,1
drivers/hwtracing/coresight/Kconfig,1,0,0,1,0,0,MANUAL,1,0
drivers/hwtracing/intel_th/pci.c,1,0,0,1,0,0,MANUAL,15,0
drivers/i2c/busses/Kconfig,1,0,0,1,0,0,MANUAL,10,0
drivers/i2c/busses/i2c-designware-platdrv.c,1,0,0,1,0,0,MANUAL,1,0
drivers/iio/adc/Makefile,1,0,0,1,0,0,MANUAL,4,0
drivers/iio/dac/ad5360.c,1,0,0,1,0,0,MANUAL,1,1
drivers/iio/dac/ad5421.c,1,0,0,1,0,0,MANUAL,1,1
drivers/iio/dac/ad5686.h,1,0,0,1,0,0,MANUAL,1,0
drivers/iio/gyro/adis16260.c,1,0,0,1,0,0,MANUAL,3,0
drivers/iio/magnetometer/ak8975.c,1,0,0,1,0,0,MANUAL,1,1
drivers/infiniband/Kconfig,1,0,0,0,1,0,MANUAL,0,1
drivers/infiniband/core/rdma_core.c,1,0,0,0,1,0,MANUAL,2,2
drivers/infiniband/hw/bnxt_re/qplib_sp.c,1,0,0,1,0,0,MANUAL,1,1
drivers/infiniband/hw/mlx5/main.c,1,0,0,0,1,0,MANUAL,1,1
drivers/infiniband/hw/qib/qib_file_ops.c,1,0,0,1,0,0,MANUAL,1,1
drivers/infiniband/sw/rdmavt/mmap.c,1,0,0,0,1,0,MANUAL,1,1
drivers/infiniband/sw/rxe/rxe_cq.c,1,0,0,1,0,0,MANUAL,1,4
drivers/infiniband/sw/rxe/rxe_mmap.c,1,0,0,0,1,0,MANUAL,1,1
drivers/input/touchscreen/usbtouchscreen.c,1,0,0,1,0,0,MANUAL,5,0
drivers/iommu/of_iommu.c,1,0,0,1,0,0,MANUAL,3,1
drivers/irqchip/qcom-irq-combiner.c,1,0,0,1,0,0,MANUAL,1,1
drivers/leds/Makefile,1,0,0,0,1,0,MANUAL,7,0
drivers/macintosh/macio-adb.c,1,0,0,1,0,0,MANUAL,1,1
drivers/macintosh/mediabay.c,1,0,0,1,0,0,MANUAL,1,1
drivers/macintosh/via-pmu.c,1,0,0,1,0,0,MANUAL,1,1
drivers/md/dm-core.h,1,0,0,1,0,0,MANUAL,0,4
drivers/md/dm-rq.c,1,0,0,1,0,0,MANUAL,10,3
drivers/md/persistent-data/dm-transaction-manager.h,1,0,0,1,0,0,MANUAL,8,2
drivers/media/Kconfig,1,0,0,1,0,0,MANUAL,13,0
drivers/media/Makefile,1,0,0,0,1,0,MANUAL,2,1
drivers/media/common/videobuf2/videobuf2-vmalloc.c,1,0,0,0,1,0,MANUAL,2,1
drivers/media/i2c/Kconfig,1,0,0,1,0,0,MANUAL,11,0
drivers/media/i2c/Makefile,1,0,0,1,0,0,MANUAL,1,0
drivers/media/pci/bt8xx/bt878.c,1,0,0,1,0,0,MANUAL,1,1
drivers/media/pci/bt8xx/btcx-risc.c,1,0,0,1,0,0,MANUAL,1,1
drivers/media/pci/bt8xx/bttv-risc.c,1,0,0,1,0,0,MANUAL,1,1
drivers/media/platform/mtk-jpeg/Makefile,1,0,0,0,1,0,MANUAL,27,2
drivers/media/platform/mtk-vcodec/Makefile,1,0,0,0,1,0,MANUAL,75,16
drivers/media/platform/mtk-vcodec/mtk_vcodec_dec_pm.h,1,0,0,0,1,0,MANUAL,0,28
drivers/media/platform/mtk-vcodec/mtk_vcodec_enc_pm.c,1,0,0,0,1,0,MANUAL,0,139
drivers/media/platform/mtk-vcodec/mtk_vcodec_enc_pm.h,1,0,0,0,1,0,MANUAL,0,26
drivers/media/platform/mtk-vcodec/mtk_vcodec_intr.c,1,0,0,0,1,0,MANUAL,0,53
drivers/media/platform/mtk-vcodec/mtk_vcodec_intr.h,1,0,0,0,1,0,MANUAL,0,26
drivers/media/platform/mtk-vpu/mtk_vpu.h,1,0,0,1,0,0,MANUAL,1,1
drivers/media/platform/qcom/venus/core.h,1,0,0,1,0,0,MANUAL,2,0
drivers/media/platform/qcom/venus/hfi_parser.c,1,0,0,1,0,0,MANUAL,2,0
drivers/media/platform/rcar-vin/rcar-v4l2.c,1,0,0,1,0,0,MANUAL,4,0
drivers/media/platform/sti/c8sectpfe/c8sectpfe-core.c,1,0,0,1,0,0,MANUAL,1,2
drivers/media/rc/bpf-lirc.c,1,0,0,1,0,0,MANUAL,9,1
drivers/media/v4l2-core/videobuf-vmalloc.c,1,0,0,1,0,0,MANUAL,1,1
drivers/memory/Makefile,1,0,0,1,0,0,MANUAL,3,0
drivers/memstick/core/ms_block.c,1,0,0,0,1,0,MANUAL,1,1
drivers/mfd/intel_soc_pmic_chtdc_ti.c,1,0,0,1,0,0,MANUAL,1,2
drivers/misc/Makefile,1,0,0,1,0,0,MANUAL,15,0
drivers/misc/lkdtm/Makefile,1,0,0,1,0,0,MANUAL,1,0
drivers/mmc/host/renesas_sdhi_sys_dmac.c,1,0,0,1,0,0,MANUAL,1,1
drivers/mmc/host/sdhci.h,1,0,0,1,0,0,MANUAL,16,0
drivers/mmc/host/tmio_mmc_core.c,1,0,0,1,0,0,MANUAL,1,1
drivers/mtd/Kconfig,1,0,0,1,0,0,MANUAL,8,0
drivers/mtd/Makefile,1,0,0,1,0,0,MANUAL,1,0
drivers/mtd/spi-nor/Makefile,1,0,0,0,1,0,MANUAL,1,1
drivers/net/Kconfig,1,0,0,1,0,0,MANUAL,43,0
drivers/net/can/dev/dev.c,1,0,0,0,1,0,MANUAL,0,1
drivers/net/can/m_can/m_can.c,1,0,0,1,0,0,MANUAL,1,1
drivers/net/ethernet/amazon/ena/ena_ethtool.c,1,0,0,1,0,0,MANUAL,4,1
drivers/net/ethernet/amd/7990.c,1,0,0,1,0,0,MANUAL,1,1
drivers/net/ethernet/amd/hplance.c,1,0,0,1,0,0,MANUAL,1,1
